id	name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
ISL	Iceland	1.2125	1.0916	1.1977	1.304	1.3076	1.3955	1.4944	1.4431	1.5934	1.2637	1.3883	1.4721	1.4826	1.7497	1.738	1.6129	1.7007	1.902	1.9201	1.9822	1.861	1.747	1.5928	1.5415	1.8086	1.6214	1.779	1.8435	1.8395	1.8949	2.2374	2.1177	2.263	2.421	2.3619	2.4651	2.5201	2.6156	2.6355	2.8413	2.934	2.8627	2.9879	2.9797	3.1012	2.9689	3.147	3.4939	3.7949	3.7311	3.6209	3.4864	3.4887	3.4818	3.4618	3.5364	3.49	3.48
IND	India	120.576	130.3929	143.4518	154.0682	150.639	165.9614	171.6884	172.0931	187.1046	190.4004	194.729	205.3295	217.1819	223.6023	231.1847	251.1933	262.5318	277.6483	281.5392	295.299	312.4849	337.1052	347.8156	376.6763	385.9288	424.256	455.0665	486.0673	525.0817	576.4045	616.5791	656.7409	698.7569	722.8943	764.242	811.4608	878.827	915.0493	933.5493	995.2331	1029.6378	1035.6407	1047.5957	1091.873	1145.5452	1210.1457	1287.1492	1390.2535	1547.991	1720.1206	1700.0274	1817.1716	1983.7588	1997.8786	2207.5339	2276.4072	2377.4479	2466.7654
IDN	Indonesia	21.3852	26.0016	22.9749	22.7631	22.3743	24.6682	23.375	24.54	27.5626	33.3622	35.7914	38.9554	43.3065	49.0986	51.2272	53.9337	61.7906	82.4205	93.9446	95.1462	94.8856	100.3136	105.6036	105.207	112.4873	121.6304	122.2043	123.9224	132.7693	131.7319	150.3454	180.6953	203.6594	219.8563	222.9676	226.6699	255.2071	280.8965	216.1049	244.1016	265.9832	297.7706	307.5782	316.8542	340.0765	343.5799	346.6997	377.1226	417.792	447.3011	427.7895	601.3254	633.145	486.13	460.0157	459.6288	464.8568	486.8438
IRN	Iran	37.3586	36.5088	37.4284	41.3049	47.5191	53.7184	64.1034	67.8809	82.3296	83.0387	91.7875	101.6278	106.0152	129.4753	143.7754	139.214	156.4591	163.7319	162.1039	163.6733	120.5645	112.5286	137.515	149.2134	149.9427	159.9471	147.536	158.6074	175.1078	190.098	209.2383	225.9542	226.957	235.5766	263.5204	271.1475	274.0078	267.0993	306.0063	379.627	369.2635	394.9314	397.7983	413.9935	442.0897	463.53	503.7906	513.3138	534.9101	546.885	564.0345	579.04	600.6803	608.9629	639.1113	630.3618	637.5622	672.3123
IRQ	Iraq	8.2562	8.7092	9.0208	9.3834	9.064	19.2931	27.6761	18.373	19.6957	22.6013	23.8838	28.8319	29.5205	30.6127	30.9095	33.1203	48.7355	43.6295	42.1931	52.8231	45.3582	31.9015	30.3744	38.4651	39.771	44.1964	47.2296	52.1837	67.1274	72.2418	46.8438	45.1853	58.8893	63.1298	71.0892	74.0842	69.2844	68.0788	72.1015	71.6813	71.7154	84.5559	86.3209	90.7866	113.635	112.9804	98.1811	61.4918	92.167	103.4891	110.9853	132.8301	151.0926	163.5704	166.368	167.7119	184.9387	194.4546
IRL	Ireland	11.1685	12.3526	13.1067	13.4473	14.2161	13.7174	15.0949	16.3948	17.8016	18.4944	19.3937	22.4761	22.0363	22.8462	23.293	22.0474	22.293	23.5683	23.5791	27.402	26.2708	26.0607	25.5656	25.728	25.5487	26.749	28.5495	30.2254	29.8825	30.0599	32.8779	33.6067	33.418	33.6492	34.7722	35.7944	37.411	38.7524	40.6501	42.3778	45.194	47.5574	46.0346	45.6391	46.1297	48.1046	47.5502	47.6229	47.3001	42.1085	41.6795	38.0093	38.1948	37.1828	36.6816	38.4436	39.9281	39.7384
ISR	Israel	6.46	7.0608	7.9324	8.1996	9.1373	12.9288	13.5814	13.5279	13.7942	14.8009	16.5594	16.2189	16.8909	19.2612	19.3689	19.5404	19.4967	19.7658	21.0316	20.8643	20.9845	21.0175	23.8547	23.7088	23.4984	24.6128	26.3481	27.0687	29.7023	31.394	35.8231	36.1486	42.083	44.2343	47.4745	49.8652	51.9358	54.8639	56.0093	54.7545	59.5194	63.0224	59.2997	62.4147	58.6791	56.524	62.1491	62.7999	67.9803	63.8609	68.2869	68.5947	74.7845	65.9971	63.5507	66.0959	65.1682	66.5534
ITA	Italy	109.2031	124.3749	146.255	164.5562	175.7211	189.5284	213.9823	234.1297	249.1722	269.661	296.3645	311.0492	328.2375	353.3492	358.2531	341.0526	365.7957	354.4179	371.2742	385.2559	386.4334	375.3006	366.8796	358.4096	364.6016	368.983	363.1882	380.0993	385.963	404.7427	439.9441	440.0944	439.2104	431.601	425.4906	451.9789	444.5616	449.4656	460.2403	464.6015	470.7677	476.2019	477.7093	491.4807	495.5278	495.234	489.75	480.4916	468.0621	415.9324	424.8732	413.4315	391.9904	363.3999	348.4762	355.4832	350.323	355.4542
JAM	Jamaica	1.4684	2.1279	2.117	2.3955	4.0622	2.9886	3.516	3.8642	3.8785	4.2669	4.9886	5.7472	6.2824	8.2904	7.5944	8.1808	7.276	7.441	9.112	8.5296	8.4454	7.4086	6.2142	6.4451	5.1408	5.0419	4.5474	5.3793	4.5258	6.7245	7.5271	7.7506	7.7108	8.0003	8.191	9.1734	9.6877	10.0681	9.694	9.9582	10.314	10.5765	10.2025	10.667	10.5742	10.3506	11.4234	9.6171	10.1384	7.7543	7.2596	7.7976	7.4182	8.038	7.4153	7.6977	7.8114	7.7726
JPN	Japan	232.4996	282.7869	292.8644	324.8355	358.8911	386.4712	419.2451	489.3074	561.9126	653.2154	767.9631	796.5444	852.1705	914.2657	914.3068	868.5114	907.1454	933.2387	901.5914	953.0729	944.8703	926.8374	897.4097	880.9115	937.0721	912.403	912.2622	902.5328	985.4671	1021.6848	1155.2634	1167.0405	1176.9426	1170.1967	1225.1734	1237.8528	1249.8757	1243.3671	1203.7105	1239.8401	1262.7345	1248.0874	1277.2365	1285.3854	1280.0361	1286.8563	1262.6395	1300.052	1229.2455	1160.2036	1211.5729	1261.3986	1302.0829	1314.0696	1264.1733	1223.6665	1204.3186	1205.0612
JOR	Jordan	0.74314	0.9774	1.047	1.219	1.2408	1.4204	1.5813	1.413	1.504	1.7568	1.5557	1.6544	1.9136	2.1996	2.2253	2.4892	2.9446	3.1539	3.6273	3.7769	4.6958	5.8252	6.2557	7.2999	8.2469	8.4215	9.1651	9.506	9.177	9.0798	10.247	9.6758	11.983	11.774	13.2495	13.2077	13.8264	14.0736	14.2519	14.2654	15.2	15.6105	16.4207	16.982	18.6695	20.4361	20.5274	21.437	20.7179	21.3363	20.6143	21.2438	23.8131	23.7393	25.7577	23.1678	21.6301	21.3567
KAZ	Kazakhstan	112.1693	115.6748	121.4043	130.1981	138.4655	146.8841	155.1159	162.1958	166.7522	173.6618	182.6582	193.8585	203.9898	212.6305	220.7534	232.0696	240.9611	249.1136	257.6267	259.7215	269.9056	264.7538	269.7465	273.565	275.9853	297.6494	298.395	310.9364	319.4422	312.6787	266.5169	257.0972	232.9392	205.2445	171.066	162.6831	149.0027	140.7693	135.0938	107.323	133.5387	128.2187	146.7822	164.319	171.0601	184.319	202.9699	213.2164	213.3804	209.3467	236.9621	227.0796	233.8608	239.8367	256.8567	263.4839	278.3619	292.5885
KEN	Kenya	2.4241	2.3986	2.622	2.8529	2.8233	2.4639	2.6801	2.6984	2.8154	3.1265	3.0782	3.6791	3.8659	3.9136	4.943	4.9684	4.5962	5.0352	5.2967	5.0118	6.1515	6.4731	4.6338	4.5946	4.2531	3.716	4.073	5.0759	4.69	5.0885	5.6861	4.7104	5.4021	6.2151	6.4204	7.4055	9.155	8.1197	9.896	10.0293	10.3016	9.2357	7.8196	6.5856	7.438	8.3386	9.3366	9.5404	9.9117	11.9641	11.746	12.9281	11.9672	12.7705	13.6564	14.5486	15.2342	15.8182
194	Kiribati		0.007328	0.010992	0.01832	0.01832	0.010992	0.010992	0.021984	0.032976	0.010992	0.021984	0.029312	0.025648	0.03664	0.032976	0.032976	0.032976	0.021984	0.021984	0.025648	0.029312	0.029312	0.025648	0.021984	0.021984	0.021984	0.01832	0.021984	0.021984	0.021984	0.021984	0.021984	0.025648	0.029312	0.029312	0.029312	0.032976	0.025648	0.029312	0.029312	0.029312	0.025648	0.040304	0.040304	0.043968	0.062288	0.069616	0.051296	0.05496	0.040304	0.062288	0.062288	0.062288	0.062288	0.062288	0.067973	0.068752	0.073409
KWT	Kuwait	7.797	9.9734	14.2786	17.012	25.3146	35.3906	35.1231	25.4208	22.4237	26.8095	25.0215	27.1173	27.6119	24.2227	19.312	16.8129	18.4562	17.2014	20.9716	17.6277	24.6162	25.1396	21.0903	21.5412	28.2852	29.0702	35.2303	31.3779	32.8251	35.7716	50.8862	10.1742	21.0219	33.202	38.7817	54.589	49.9136	54.6706	51.5606	53.8222	53.3841	57.4847	57.9799	59.6229	63.1079	71.1664	73.3891	74.8748	82.2983	86.9549	89.2722	90.6301	101.8903	97.8147	94.7633	102.327	103.456	104.3935
KGZ	Kyrgyzstan	4.7996	4.9493	5.1943	5.5705	5.9242	6.2841	6.6361	6.9389	7.1337	7.4293	7.8141	8.298	8.7365	9.1118	9.4655	9.9567	10.3345	10.6806	11.0417	11.1278	11.5606	11.3409	11.5551	11.7196	11.824	12.7521	12.784	13.3207	13.6846	13.3947	12.5553	12.1094	11.1664	8.5859	6.2045	4.511	5.6642	5.573	5.9131	4.6468	4.6025	3.8623	4.9193	5.3816	5.8068	5.5136	5.419	6.5183	7.5483	6.7374	6.3129	7.5535	9.9998	9.6585	9.4131	9.9294	9.8599	10.4331
LAO	Laos	0.080608	0.11358	0.1319	0.14656	0.17221	0.17954	0.2345	0.31877	0.16854	0.31877	0.57158	0.42136	0.48731	0.51662	0.29312	0.25282	0.2235	0.23083	0.23083	0.2235	0.18686	0.15022	0.15755	0.17954	0.1832	0.20152	0.20885	0.20885	0.20885	0.2345	0.21251	0.2345	0.25581	0.2558	0.27412	0.3474	0.46875	0.60062	0.67753	0.91931	0.92887	0.86275	1.1265	1.0741	1.3668	1.3773	1.507	0.86362	0.89911	1.1401	1.498	1.4669	1.5147	1.4015	1.6731	1.745	1.8985	1.958
LVA	Latvia	6.0541	6.2433	6.5525	7.0272	7.4734	7.9277	8.372	8.7541	9	9.373	9.8585	10.468	11.0203	11.4929	11.9381	12.5568	13.043	13.4898	13.955	14.0721	14.6283	14.3576	14.6315	14.8467	14.9853	16.1617	16.2119	16.8974	17.3652	17.0079	19.8059	18.0386	14.2672	11.9878	10.4203	9.1676	9.2435	8.7068	8.3289	7.738	7.099	7.5163	7.5429	7.7407	7.751	7.8352	8.3333	8.6551	8.2187	7.4807	8.647	7.8827	7.5839	7.4236	7.2388	7.3337	7.2636	7.1668
LBN	Lebanon	2.576	2.6785	2.8508	3.0228	3.2611	3.312	3.6229	3.5646	3.6933	4.3441	3.9407	5.3006	5.6533	7.0667	7.0879	6.2651	5.924	5.3855	5.4959	5.7852	5.8898	5.8443	5.7194	6.9422	6.7132	7.7649	7.4785	7.6704	7.3457	7.7208	7.8679	8.1149	9.7269	10.3696	11.1287	12.2802	12.7856	15.1324	16.3155	16.4582	15.4663	16.4062	16.2444	18.5275	17.2077	16.6535	14.792	13.7528	17.4261	20.9705	20.0152	20.2641	22.3688	22.1964	23.7038	21.2692	19.7574	19.5468
LBR	Liberia	0.16488	0.16122	0.25282	0.35541	0.48365	0.55693	0.61189	0.61189	0.88282	1.2711	1.4506	1.5239	1.5055	1.4799	1.7217	1.4836	1.4756	1.4714	1.5032	1.9419	2.0376	1.9349	0.59741	0.70652	0.69543	0.71608	0.72288	0.75846	0.80918	0.65959	0.46814	0.27846	0.28147	0.31444	0.31144	0.32543	0.33574	0.3474	0.37305	0.39067	0.41445	0.48465	0.48231	0.51811	0.60374	0.71047	0.73113	0.64969	0.55339	0.5083	0.78314	0.88098	1.0114	0.93545	0.90172	0.91288	0.96903	1.0778
LBY	Libya	0.6925	1.1945	1.0479	1.4619	0.66318	1.0149	2.6271	18.4922	30.1144	35.5222	32.3051	21.6283	15.22	14.5751	9.3376	11.5684	17.8879	20.0517	21.1554	25.9264	26.7805	28.668	30.5651	30.146	28.2762	31.0022	33.8955	32.3483	36.1604	37.0685	36.513	42.6191	37.025	38.709	43.753	45.6911	43.7968	44.7065	45.1589	44.3033	46.793	47.7738	47.4722	48.781	49.9558	51.6963	52.6663	49.3397	55.3415	57.1956	61.1216	39.2646	52.4087	56.0023	56.7279	52.1646	51.3104	53.3874
LTU	Lithuania	9.4784	9.7744	10.2583	11.0013	11.6998	12.4109	13.1062	13.7043	14.0892	14.673	15.433	16.4099	17.2993	18.0668	18.7947	19.7985	20.5837	21.3084	22.058	22.2554	23.1503	22.7574	23.205	23.5798	23.8297	25.7017	25.8206	26.9291	27.6968	27.1691	35.7872	37.8833	21.1871	16.3321	15.7482	15.0041	15.6588	15.0702	15.888	13.4075	11.788	12.4961	12.6024	12.5919	13.1673	14.0893	14.403	15.7633	15.0798	12.828	13.7126	14.0666	14.1337	13.1063	12.8747	13.1416	13.1575	13.3939
LUX	Luxembourg	11.5078	11.581	11.5407	11.4382	12.2956	12.1929	11.6104	11.3503	12.259	13.1822	13.7354	13.1947	13.4948	14.1782	14.428	11.8685	11.8666	10.9594	11.8874	12.1698	11.0822	9.4961	8.9352	8.3762	9.0168	9.2486	9.1277	8.8351	9.1269	9.876	11.812	12.424	12.1802	12.3206	11.509	9.1181	9.1655	8.5188	7.6394	8.0905	8.6729	9.1661	9.9422	10.4116	11.7852	12.0484	11.8793	11.2688	11.1323	10.5885	11.1543	11.0504	10.7881	10.2333	9.7575	9.2597	9.003	9.2947
MDG	Madagascar	0.39938	0.35541	0.39565	0.46149	0.48347	0.55678	0.5787	0.84248	0.91207	0.84975	0.97066	1.0256	1.2858	1.0733	1.1869	1.6925	0.99224	0.8456	1.0172	1.1302	1.6139	1.0245	1.0133	0.6504	0.86637	1.053	1.1371	1.2824	1.2858	0.92582	0.94381	1.028	0.9987	1.0243	1.2644	1.2607	1.359	1.6454	1.7326	1.9122	1.8675	1.7355	1.2319	1.6805	1.7894	1.7254	1.6662	1.7834	1.8686	1.7539	1.9383	2.3146	2.6776	3.0895	3.0472	3.0474	3.0443	3.1821
MWI	Malawi	0.43837	0.37333	0.36062	0.34671	0.32964	0.34796	0.42851	0.36622	0.38815	0.38076	0.45407	0.5017	0.54564	0.57123	0.54924	0.5785	0.58173	0.63608	0.66837	0.63482	0.708	0.60152	0.59135	0.57167	0.55294	0.55341	0.54845	0.54071	0.5372	0.55821	0.73906	0.78469	0.78527	0.87914	0.90471	0.90696	0.90426	0.94737	0.92204	0.92448	0.85385	0.84712	0.83932	0.90001	0.91884	0.85844	0.89212	0.86626	1.0285	0.91867	1.1216	1.156	1.0759	1.1885	1.2254	1.2752	1.3155	1.3675
MYS	Malaysia	4.2014	4.6849	4.7765	5.828	7.3994	8.3802	9.8344	10.1276	10.5302	9.1378	14.5859	16.6594	17.8939	17.4941	19.029	19.4243	23.8575	22.5644	23.1717	27.1949	27.8973	30.6898	30.4075	37.7782	34.4739	36.0141	39.7107	40.4852	42.3901	49.4334	56.0119	67.8548	74.4686	90.8365	93.014	120.0352	124.1169	123.5277	113.111	106.8872	124.5394	134.1672	132.2165	156.3935	162.088	172.4866	165.5806	182.4557	201.5803	196.4441	215.9923	217.6792	215.8952	233.8285	240.0551	245.0976	251.0896	254.5759
MLI	Mali	0.12091	0.11725	0.13923	0.17587	0.17587	0.19786	0.19053	0.2235	0.19786	0.16122	0.20152	0.22717	0.24549	0.26729	0.30393	0.34054	0.34026	0.41347	0.39495	0.42791	0.39134	0.39488	0.36513	0.41662	0.43482	0.40538	0.37961	0.3575	0.38303	0.41588	0.41942	0.43407	0.44138	0.45236	0.46034	0.46766	0.48597	0.52124	0.76211	0.79509	0.82074	0.82806	0.84638	0.84272	0.8757	0.89768	0.94165	1.0076	1.0699	0.80608	0.96363	1.0442	0.99294	1.0259	1.4106	1.4285	1.5291	1.7238
173	Malta	0.34075	0.29312	0.32976	0.41037	0.4983	0.47266	0.41403	0.52029	0.63754	0.65219	0.66318	0.65952	0.83906	0.80608	0.74379	0.66685	0.76211	0.80242	0.93432	0.90501	1.0223	1.1432	1.3117	0.99661	1.363	1.1981	1.4839	1.854	2.0115	2.1691	1.9433	2.1106	2.3195	2.3339	2.5025	2.4983	2.47	2.515	2.5161	2.5703	2.5709	2.4681	2.4439	2.6624	2.5573	2.666	2.6794	2.756	2.8237	2.5843	2.5902	2.6553	2.8105	2.4739	2.463	1.7578	1.4203	1.4445
MRT	Mauritania	0.03664	0.047632	0.062288	0.087936	0.11725	0.16122	0.17954	0.19786	0.2345	0.2748	0.42869	0.39938	0.44701	0.46899	0.48365	0.5093	0.51662	0.55693	0.58258	0.60456	0.63021	0.63387	0.88302	0.93798	0.87203	0.65586	0.37373	3.2426	3.184	2.803	0.85371	0.86837	0.90501	0.92699	0.9563	1.0149	1.0626	1.0772	1.0699	1.0955	1.1139	1.1725	1.2494	1.2897	1.385	1.4363	1.4216	1.6378	1.7734	1.9602	1.9602	2.1105	2.3303	2.323	2.323	2.3525	2.518	2.8387
153	Mauritius	0.17954	0.18686	0.25282	0.20885	0.30778	0.30411	0.2748	0.4983	0.63754	0.57158	0.4983	0.39571	0.68883	0.67784	0.6925	0.5899	0.61922	0.6412	0.63021	0.65952	0.5899	0.54227	0.50197	0.59723	0.62654	0.70715	0.79875	0.93066	0.85371	1.0516	1.4619	1.5206	1.7074	1.7734	1.6232	1.8283	1.9492	1.9969	2.1691	2.4256	2.6894	2.8616	2.8836	3.0594	3.0888	3.2939	3.6274	3.686	3.7666	3.708	3.9132	3.9168	3.9644	4.067	4.2246	4.1619	4.0866	4.2792
MEX	Mexico	63.0523	65.2399	63.7437	66.2922	74.2001	75.1679	80.8446	90.0055	93.8872	102.1762	113.9507	126.2114	132.3287	144.1564	154.8687	164.3327	183.9914	192.7032	222.4915	240.7145	268.2858	284.3673	304.6776	278.3062	277.5097	288.4057	294.4666	307.2896	307.0178	361.8023	318.4148	331.3743	334.208	339.4729	353.2382	333.0098	347.422	370.4064	390.1793	392.3245	397.8997	412.6274	413.9726	439.7861	440.7996	465.9136	478.8036	482.3255	495.305	478.389	466.0907	486.5032	498.6585	492.5597	482.5279	477.2737	504.9799	490.2946
MDA	Moldova	9.0695	9.3658	9.8437	10.5616	11.2387	11.9375	12.6232	13.2105	13.5911	14.1592	14.9043	15.822	16.6512	17.3654	18.0402	18.9751	19.7046	20.3773	21.0687	21.2324	22.0647	21.668	22.0618	22.392	22.6009	24.3443	24.4296	25.4505	26.1477	25.618	24.0426	23.1548	21.0806	15.9704	12.3903	11.4054	11.6871	7.3013	6.4439	4.6846	3.573	3.7866	4.0517	4.4043	4.6134	4.9378	5.0297	4.9786	5.1904	4.5395	4.8309	4.9633	4.7657	4.8994	4.7442	4.9487	5.2004	5.0936
MNG	Mongolia	1.2934	1.3923	1.9712	1.6012	2.0445	1.9566	1.9529	2.1251	2.4802	2.6818	2.8465	3.0324	3.2759	3.4721	3.7408	4.0546	4.39	4.9607	5.7638	6.2773	6.8552	6.6147	6.7123	6.9691	6.4247	8.9979	9.5951	10.4825	11.4928	10.459	9.89	12.121	10.9939	9.2626	7.9271	7.8994	8.0233	7.6884	7.6875	7.5352	7.4868	7.8699	8.2625	8.0079	8.5707	8.5737	9.4058	12.0787	12.0167	13.074	13.82	21.4265	26.1897	38.6893	20.7997	20.3564	28.681	30.3907
MNE	Montenegro	0.67008	0.70236	0.72075	0.80181	0.90841	0.93466	0.92617	0.9355	1.0006	1.0374	1.3557	1.4611	1.3694	1.6359	1.6431	1.7144	1.7695	1.7208	1.923	2.0916	2.0568	2.2384	2.0564	2.2144	2.3352	2.3821	2.4878	2.4722	2.5586	2.5529	2.5509	1.8043	1.9153	1.6678	1.6224	1.7138	2.006	2.1553	2.2692	1.5648	1.7384	1.8676	1.9966	2.1352	2.3336	2.2089	2.3816	2.2497	2.748	1.8247	2.5795	2.5685	2.334	2.246	2.2094	2.4392	2.5735	2.6278
228	Montserrat		NaN	0.003664	0.003664	0.007328	0.003664	0.007328	0.007328	0.007328	0.007328	0.014656	0.014656	0.014656	0.014656	0.014656	0.010992	0.010992	0.025648	0.025648	0.025648	0.014656	0.01832	0.01832	0.021984	0.021984	0.025648	0.029312	0.029312	0.029312	0.029312	0.029312	0.029312	0.029312	0.029312	0.032976	0.032976	0.03664	0.032976	0.029312	0.029312	0.025648	0.025648	0.03664	0.03664	0.03664	0.03664	0.03664	0.040304	0.047632	0.047632	0.065952	0.040304	0.043968	0.051296	0.047632	0.049726	0.050691	0.050682
MAR	Morocco	3.636	3.7714	3.0749	3.9541	4.415	4.2544	5.4595	5.4083	5.6202	5.8174	7.282	8.1903	8.0361	9.6259	11.1195	11.0933	11.5279	12.6796	13.0534	15.9311	15.9151	15.8268	17.0277	17.7635	17.7829	17.8335	18.8481	20.0823	21.139	22.8794	23.502	24.9266	25.986	28.1621	29.5834	30.2819	31.0656	31.6837	31.8165	32.8871	33.5769	37.4259	38.074	37.4954	43.3622	45.5251	47.3908	50.2304	52.861	52.5903	56.2	57.6974	62.4833	58.8304	59.6248	61.0432	61.2857	62.7253
MOZ	Mozambique	1.8824	2.6299	1.9852	1.6591	2.139	2.0033	2.1242	1.8713	2.7762	3.2378	2.9809	3.611	3.2957	3.5589	3.1455	2.8824	2.5554	2.7064	2.8658	2.6346	3.1985	2.479	2.5239	1.9545	1.5109	1.1349	0.97714	0.97673	1.0062	1.0345	1.0152	1.0151	1.0013	1.0752	1.0572	1.1085	1.0244	1.1045	1.1124	1.1672	1.3228	1.5539	1.5386	1.8567	1.8645	1.7707	1.9148	2.1871	2.1799	2.4399	2.6339	3.1074	2.9808	3.8738	8.2536	9.0184	9.8064	10.2744
222	Nauru		NaN	NaN	NaN	0.029312	0.032976	0.032976	0.047632	0.047632	0.065952	0.065952	0.087936	0.076944	0.084272	0.098928	0.10259	0.10259	0.11358	0.11358	0.11358	0.12458	0.12458	0.12458	0.12458	0.12458	0.12458	0.16122	0.15755	0.15755	0.15755	0.12458	0.12458	0.12091	0.11358	0.10992	0.10626	0.10259	0.10259	0.098928	0.0916	0.084272	0.080608	0.076944	0.065952	0.065952	0.062288	0.043968	0.043968	0.043968	0.040304	0.043968	0.040304	0.040304	0.043968	0.047632	0.05198	0.052575	0.056136
NPL	Nepal	0.080608	0.080608	0.087936	0.098928	0.15022	0.17954	0.19053	0.21251	0.25282	0.39938	0.22717	0.19786	0.26747	0.42136	0.42488	0.35171	0.28184	0.3364	0.32897	0.51236	0.5413	0.4532	0.44236	0.49242	0.70142	0.67602	0.69701	0.86068	0.97603	0.89356	0.62385	0.94788	1.3084	1.4405	1.6671	2.0034	2.4553	2.7595	2.2233	3.1898	3.038	3.2368	2.5951	2.81	2.6381	3.0516	2.5294	2.5782	3.3843	4.1911	4.894	5.2765	5.5217	6.2847	7.662	7.5854	8.526	9.0282
NLD	Netherlands	73.4376	75.8188	83.2819	91.1446	96.7766	100.4036	103.5575	106.6822	113.4455	115.8021	141.8033	140.6662	157.4954	165.2599	159.9852	152.5255	169.1309	163.6058	169.7932	187.0072	176.6319	164.1099	133.4872	137.3575	144.073	146.9802	144.0145	151.4805	145.6029	161.6645	162.4408	170.8198	170.6549	170.7962	171.3984	173.0327	182.4732	175.2924	176.4022	170.9913	171.9358	177.0794	176.3749	179.8242	181.4533	177.5309	172.7367	172.6005	175.5192	170.1804	182.1796	169.1187	164.9487	164.7573	157.3471	165.0299	165.5221	164.0459
183	Netherlands Antilles	73.4376	75.8188	83.2819	91.1446	96.7766	100.4036	103.5575	106.6822	113.4455	115.8021	141.8033	140.6662	157.4954	165.2599	159.9852	152.5255	169.1309	163.6058	169.7932	187.0072	176.6319	164.1099	133.4872	137.3575	144.073	146.9802	144.0145	151.4805	145.6029	161.6645	162.4408	170.8198	170.6549	170.7962	171.3984	173.0327	182.4732	175.2924	176.4022	170.9913	171.9358	177.0794	176.3749	179.8242	181.4533	177.5309	172.7367	172.6005	175.5192	170.1804	182.1796	169.1187	164.9487	164.7573	157.3471	165.0299	165.5221	164.0459
NCL	New Caledonia	0.86104	0.88669	0.56426	0.61922	1.0992	1.2311	1.5096	1.4729	1.8393	1.5572	2.3926	2.4182	1.7038	2.5976	2.7807	2.5279	2.3884	2.139	1.5413	1.6399	1.9986	1.3903	1.2618	1.1512	1.2022	1.451	1.4008	1.4545	1.5012	1.6395	1.5768	1.758	1.5747	1.8275	1.9704	2.0642	2.1851	1.8187	1.81	2.0555	2.2216	1.8777	2.3934	2.7267	2.5161	2.809	2.706	2.928	2.849	2.9552	3.5206	3.628	3.6122	4.2256	4.2749	4.4491	5.2328	5.5645
NZL	New Zealand	11.5318	11.7551	11.1983	12.2165	13.092	13.6853	14.0003	13.6268	13.4731	14.257	14.18	15.049	16.1896	18.2003	18.76	18.2703	19.2485	20.3134	18.024	16.4944	17.4789	16.561	18.2703	17.9981	19.3366	21.858	22.946	24.1653	25.4494	25.4532	25.4536	26.1181	28.1126	27.707	27.8888	28.1534	29.3752	31.3561	29.9344	31.5286	32.3592	34.5827	34.7687	36.4931	36.0649	37.6476	37.5201	36.642	37.6557	34.8067	35.0107	34.3288	35.9693	35.2145	35.6104	35.8371	34.4629	36.0139
NIC	Nicaragua	0.53116	0.56044	0.65934	0.84251	0.94874	0.78016	0.95964	1.0805	1.2307	1.2856	1.4028	1.5054	1.6044	1.8276	1.9483	1.9266	2.2222	2.8331	2.6275	1.7093	2.0223	2.1349	2.1107	1.9967	1.846	1.9848	2.2555	2.431	2.24	1.4683	2.0439	1.9879	2.3736	2.2834	2.5179	2.7548	2.8474	3.1136	3.3919	3.5984	3.7211	3.922	3.9908	4.3353	4.3783	4.2697	4.4142	4.5504	4.3653	4.4375	4.469	4.8017	4.5488	4.476	4.7812	5.0686	5.2998	5.4229
NGA	Nigeria	0.029312	0.05496	0.065952	0.087936	0.095264	0.0916	0.13551	0.13181	0.16113	0.19044	0.21606	0.23071	0.2527	0.32946	0.28937	0.33336	0.33307	0.36584	0.41678	0.47901	0.57017	0.68379	0.74587	0.96184	0.99095	0.99441	0.89894	0.99766	0.98703	1.0382	0.73086	0.71986	0.69721	0.77779	0.77045	0.80707	0.89865	0.90596	0.95358	0.94989	0.6927	0.65164	0.69482	0.75336	0.80824	0.70848	0.68628	0.7169	0.80306	0.9623	1.1692	1.3178	1.8564	1.935	2.1227	2.0894	2.2345	2.4851
